Date,iShares MSCI Kokusai_Open_average,iShares MSCI Kokusai_Open_max,iShares MSCI Kokusai_Open_volatility,iShares MSCI Kokusai_Open_change,iShares MSCI Kokusai_High_average,iShares MSCI Kokusai_High_max,iShares MSCI Kokusai_High_volatility,iShares MSCI Kokusai_High_change,iShares MSCI Kokusai_Low_average,iShares MSCI Kokusai_Low_max,iShares MSCI Kokusai_Low_volatility,iShares MSCI Kokusai_Low_change,iShares MSCI Kokusai_Close_average,iShares MSCI Kokusai_Close_max,iShares MSCI Kokusai_Close_volatility,iShares MSCI Kokusai_Close_change
2019-08-11,66.83,66.83,0.0,0.0,67.16,67.16,0.0,0.0,66.56,66.56,0.0,0.0,66.56,66.56,0.0,0.0
2019-08-18,65.98,65.98,0.0,0.0,66.07,66.07,0.0,0.0,65.66,65.66,0.0,0.0,66.07,66.07,0.0,0.0
2019-08-25,67.05,67.05,0.0,0.0,67.35,67.35,0.0,0.0,67.0,67.0,0.0,0.0,67.35,67.35,0.0,0.0
2019-09-01,68.71,68.71,0.0,0.0,68.71,68.71,0.0,0.0,68.29,68.29,0.0,0.0,68.45,68.45,0.0,0.0
2019-09-08,69.01,69.01,0.0,0.0,69.01,69.01,0.0,0.0,68.75,68.75,0.0,0.0,68.75,68.75,0.0,0.0
2019-09-15,68.76,68.76,0.0,0.0,68.76,68.76,0.0,0.0,68.76,68.76,0.0,0.0,68.76,68.76,0.0,0.0
2019-09-22,68.23,68.23,0.0,0.0,68.39,68.39,0.0,0.0,68.12,68.12,0.0,0.0,68.39,68.39,0.0,0.0
2019-09-29,67.41,67.41,0.0,0.0,67.72,67.72,0.0,0.0,67.41,67.41,0.0,0.0,67.52,67.52,0.0,0.0
2019-10-06,68.39,68.39,0.0,0.0,68.47,68.47,0.0,0.0,68.39,68.39,0.0,0.0,68.47,68.47,0.0,0.0
2019-10-13,69.2,69.2,0.0,0.0,69.39,69.39,0.0,0.0,69.2,69.2,0.0,0.0,69.39,69.39,0.0,0.0
2019-10-20,69.91,69.91,0.0,0.0,70.22,70.22,0.0,0.0,69.91,69.91,0.0,0.0,70.14,70.14,0.0,0.0
2019-10-27,71.45,71.45,0.0,0.0,71.45,71.45,0.0,0.0,71.06,71.06,0.0,0.0,71.07,71.07,0.0,0.0
2019-11-03,70.86,70.86,0.0,0.0,71.29,71.29,0.0,0.0,70.86,70.86,0.0,0.0,71.24,71.24,0.0,0.0
2019-11-10,71.63,71.63,0.0,0.0,72.1,72.1,0.0,0.0,71.63,71.63,0.0,0.0,72.01,72.01,0.0,0.0
2019-11-17,71.85,71.85,0.0,0.0,72.37,72.37,0.0,0.0,71.85,71.85,0.0,0.0,72.26,72.26,0.0,0.0
2019-11-24,72.46,72.46,0.0,0.0,72.46,72.46,0.0,0.0,71.72,71.72,0.0,0.0,72.07,72.07,0.0,0.0
2019-12-01,72.07,72.07,0.0,0.0,72.22,72.22,0.0,0.0,72.04,72.04,0.0,0.0,72.07,72.07,0.0,0.0
2019-12-08,72.8,72.8,0.0,0.0,73.36,73.36,0.0,0.0,72.8,72.8,0.0,0.0,73.1,73.1,0.0,0.0
2019-12-15,73.74,73.74,0.0,0.0,73.77,73.77,0.0,0.0,73.44,73.44,0.0,0.0,73.58,73.58,0.0,0.0
2019-12-22,73.88,73.88,0.0,0.0,73.89,73.89,0.0,0.0,73.7,73.7,0.0,0.0,73.7,73.7,0.0,0.0
2019-12-29,73.77,73.77,0.0,0.0,73.95,73.95,0.0,0.0,73.77,73.77,0.0,0.0,73.91,73.91,0.0,0.0
