Date,PowerShares KBW Regional Banking Portfolio_Open_average,PowerShares KBW Regional Banking Portfolio_Open_max,PowerShares KBW Regional Banking Portfolio_Open_volatility,PowerShares KBW Regional Banking Portfolio_Open_change,PowerShares KBW Regional Banking Portfolio_High_average,PowerShares KBW Regional Banking Portfolio_High_max,PowerShares KBW Regional Banking Portfolio_High_volatility,PowerShares KBW Regional Banking Portfolio_High_change,PowerShares KBW Regional Banking Portfolio_Low_average,PowerShares KBW Regional Banking Portfolio_Low_max,PowerShares KBW Regional Banking Portfolio_Low_volatility,PowerShares KBW Regional Banking Portfolio_Low_change,PowerShares KBW Regional Banking Portfolio_Close_average,PowerShares KBW Regional Banking Portfolio_Close_max,PowerShares KBW Regional Banking Portfolio_Close_volatility,PowerShares KBW Regional Banking Portfolio_Close_change
2019-07-21,51.95,51.95,0.0,0.0,51.96,51.96,0.0,0.0,51.55,51.55,0.0,0.0,51.55,51.55,0.0,0.0
2019-07-28,48.35,48.35,0.0,0.0,48.35,48.35,0.0,0.0,47.35,47.35,0.0,0.0,47.9,47.9,0.0,0.0
2019-08-04,48.26,48.26,0.0,0.0,48.26,48.26,0.0,0.0,47.76,47.76,0.0,0.0,47.76,47.76,0.0,0.0
2019-08-11,48.19,48.19,0.0,0.0,48.3,48.3,0.0,0.0,48.19,48.19,0.0,0.0,48.22,48.22,0.0,0.0
2019-08-18,46.55,46.55,0.0,0.0,46.74,46.74,0.0,0.0,46.38,46.38,0.0,0.0,46.7,46.7,0.0,0.0
2019-08-25,47.72,47.72,0.0,0.0,47.8,47.8,0.0,0.0,47.36,47.36,0.0,0.0,47.59,47.59,0.0,0.0
2019-09-01,48.08,48.08,0.0,0.0,49.14,49.14,0.0,0.0,48.08,48.08,0.0,0.0,49.14,49.14,0.0,0.0
2019-09-08,50.99,50.99,0.0,0.0,51.55,51.55,0.0,0.0,50.99,50.99,0.0,0.0,51.32,51.32,0.0,0.0
2019-09-15,49.75,49.75,0.0,0.0,50.32,50.32,0.0,0.0,49.62,49.62,0.0,0.0,50.32,50.32,0.0,0.0
2019-09-22,49.91,49.91,0.0,0.0,49.91,49.91,0.0,0.0,49.66,49.66,0.0,0.0,49.78,49.78,0.0,0.0
2019-09-29,48.49,48.49,0.0,0.0,48.65,48.65,0.0,0.0,48.4,48.4,0.0,0.0,48.51,48.51,0.0,0.0
2019-10-06,48.67,48.67,0.0,0.0,49.0,49.0,0.0,0.0,48.6,48.6,0.0,0.0,49.0,49.0,0.0,0.0
2019-10-13,50.38,50.38,0.0,0.0,51.01,51.01,0.0,0.0,50.38,50.38,0.0,0.0,50.95,50.95,0.0,0.0
2019-10-20,50.98,50.98,0.0,0.0,51.33,51.33,0.0,0.0,50.98,50.98,0.0,0.0,51.33,51.33,0.0,0.0
2019-10-27,51.63,51.63,0.0,0.0,52.14,52.14,0.0,0.0,51.63,51.63,0.0,0.0,52.14,52.14,0.0,0.0
2019-11-03,52.38,52.38,0.0,0.0,52.42,52.42,0.0,0.0,52.36,52.36,0.0,0.0,52.42,52.42,0.0,0.0
2019-11-10,51.78,51.78,0.0,0.0,51.78,51.78,0.0,0.0,51.39,51.39,0.0,0.0,51.71,51.71,0.0,0.0
2019-11-17,51.83,51.83,0.0,0.0,52.51,52.51,0.0,0.0,51.83,51.83,0.0,0.0,52.39,52.39,0.0,0.0
2019-11-24,52.5,52.5,0.0,0.0,52.5,52.5,0.0,0.0,51.77,51.77,0.0,0.0,51.77,51.77,0.0,0.0
2019-12-01,52.65,52.65,0.0,0.0,52.76,52.76,0.0,0.0,52.6,52.6,0.0,0.0,52.76,52.76,0.0,0.0
2019-12-08,54.35,54.35,0.0,0.0,54.75,54.75,0.0,0.0,54.35,54.35,0.0,0.0,54.42,54.42,0.0,0.0
2019-12-15,54.69,54.69,0.0,0.0,54.69,54.69,0.0,0.0,54.06,54.06,0.0,0.0,54.13,54.13,0.0,0.0
2019-12-22,53.88,53.88,0.0,0.0,54.03,54.03,0.0,0.0,53.88,53.88,0.0,0.0,53.94,53.94,0.0,0.0
2019-12-29,53.63,53.63,0.0,0.0,53.8,53.8,0.0,0.0,53.53,53.53,0.0,0.0,53.72,53.72,0.0,0.0
