Date,VelocityShares 3x Long Natural Gas linked to S&P G_Open_average,VelocityShares 3x Long Natural Gas linked to S&P G_Open_max,VelocityShares 3x Long Natural Gas linked to S&P G_Open_volatility,VelocityShares 3x Long Natural Gas linked to S&P G_Open_change,VelocityShares 3x Long Natural Gas linked to S&P G_High_average,VelocityShares 3x Long Natural Gas linked to S&P G_High_max,VelocityShares 3x Long Natural Gas linked to S&P G_High_volatility,VelocityShares 3x Long Natural Gas linked to S&P G_High_change,VelocityShares 3x Long Natural Gas linked to S&P G_Low_average,VelocityShares 3x Long Natural Gas linked to S&P G_Low_max,VelocityShares 3x Long Natural Gas linked to S&P G_Low_volatility,VelocityShares 3x Long Natural Gas linked to S&P G_Low_change,VelocityShares 3x Long Natural Gas linked to S&P G_Close_average,VelocityShares 3x Long Natural Gas linked to S&P G_Close_max,VelocityShares 3x Long Natural Gas linked to S&P G_Close_volatility,VelocityShares 3x Long Natural Gas linked to S&P G_Close_change
2019-04-21,245.8,245.8,0.0,0.0,252.0,252.0,0.0,0.0,237.2,237.2,0.0,0.0,251.2,251.2,0.0,0.0
2019-04-28,233.7,233.7,0.0,0.0,237.4,237.4,0.0,0.0,228.6,228.6,0.0,0.0,232.3,232.3,0.0,0.0
2019-05-05,263.9,263.9,0.0,0.0,265.2,265.2,0.0,0.0,253.7,253.7,0.0,0.0,256.6,256.6,0.0,0.0
2019-05-12,271.0,271.0,0.0,0.0,277.0,277.0,0.0,0.0,266.6,266.6,0.0,0.0,268.2,268.2,0.0,0.0
2019-05-19,231.6,231.6,0.0,0.0,245.2,245.2,0.0,0.0,228.0,228.0,0.0,0.0,241.3,241.3,0.0,0.0
2019-05-26,196.5,196.5,0.0,0.0,196.8,196.8,0.0,0.0,182.8,182.8,0.0,0.0,187.8,187.8,0.0,0.0
2019-06-02,172.5,172.5,0.0,0.0,178.1,178.1,0.0,0.0,171.6,171.6,0.0,0.0,177.2,177.2,0.0,0.0
2019-06-09,183.5,183.5,0.0,0.0,184.9,184.9,0.0,0.0,177.4,177.4,0.0,0.0,178.7,178.7,0.0,0.0
2019-06-16,149.4,149.4,0.0,0.0,160.6,160.6,0.0,0.0,146.2,146.2,0.0,0.0,157.5,157.5,0.0,0.0
2019-06-23,152.8,152.8,0.0,0.0,155.5,155.5,0.0,0.0,144.0,144.0,0.0,0.0,153.1,153.1,0.0,0.0
2019-06-30,180.8,180.8,0.0,0.0,183.0,183.0,0.0,0.0,174.1,174.1,0.0,0.0,181.9,181.9,0.0,0.0
2019-07-07,183.9,183.9,0.0,0.0,185.4,185.4,0.0,0.0,174.56,174.56,0.0,0.0,179.9,179.9,0.0,0.0
2019-07-14,152.2,152.2,0.0,0.0,160.7,160.7,0.0,0.0,151.5,151.5,0.0,0.0,158.3,158.3,0.0,0.0
2019-07-21,127.8,127.8,0.0,0.0,127.9,127.9,0.0,0.0,121.4,121.4,0.0,0.0,124.1,124.1,0.0,0.0
2019-07-28,110.3,110.3,0.0,0.0,121.48,121.48,0.0,0.0,110.0,110.0,0.0,0.0,116.4,116.4,0.0,0.0
2019-08-04,126.6,126.6,0.0,0.0,126.6,126.6,0.0,0.0,118.01,118.01,0.0,0.0,120.6,120.6,0.0,0.0
2019-08-11,127.0,127.0,0.0,0.0,137.6,137.6,0.0,0.0,126.9,126.9,0.0,0.0,134.6,134.6,0.0,0.0
2019-08-18,135.7,135.7,0.0,0.0,140.0,140.0,0.0,0.0,133.4,133.4,0.0,0.0,138.1,138.1,0.0,0.0
2019-08-25,145.0,145.0,0.0,0.0,150.8,150.8,0.0,0.0,143.7,143.7,0.0,0.0,147.1,147.1,0.0,0.0
2019-09-01,201.1,201.1,0.0,0.0,214.6,214.6,0.0,0.0,200.86,200.86,0.0,0.0,214.2,214.2,0.0,0.0
2019-09-08,230.6,230.6,0.0,0.0,239.8,239.8,0.0,0.0,225.9,225.9,0.0,0.0,236.8,236.8,0.0,0.0
2019-09-15,189.5,189.5,0.0,0.0,197.6,197.6,0.0,0.0,186.4,186.4,0.0,0.0,195.2,195.2,0.0,0.0
2019-09-22,148.9,148.9,0.0,0.0,153.0,153.0,0.0,0.0,145.5,145.5,0.0,0.0,145.9,145.9,0.0,0.0
2019-09-29,142.4,142.4,0.0,0.0,147.8,147.8,0.0,0.0,138.8,138.8,0.0,0.0,141.0,141.0,0.0,0.0
2019-10-06,139.4,139.4,0.0,0.0,139.8,139.8,0.0,0.0,130.5,130.5,0.0,0.0,137.2,137.2,0.0,0.0
2019-10-13,128.7,128.7,0.0,0.0,129.8,129.8,0.0,0.0,124.2,124.2,0.0,0.0,129.7,129.7,0.0,0.0
2019-10-20,144.1,144.1,0.0,0.0,150.0,150.0,0.0,0.0,138.6,138.6,0.0,0.0,146.9,146.9,0.0,0.0
2019-10-27,191.9,191.9,0.0,0.0,195.11,195.11,0.0,0.0,187.0,187.0,0.0,0.0,193.1,193.1,0.0,0.0
2019-11-03,161.1,161.1,0.0,0.0,162.1,162.1,0.0,0.0,153.0,153.0,0.0,0.0,156.5,156.5,0.0,0.0
2019-11-10,145.0,145.0,0.0,0.0,149.14,149.14,0.0,0.0,137.0,137.0,0.0,0.0,137.4,137.4,0.0,0.0
2019-11-17,133.2,133.2,0.0,0.0,134.5,134.5,0.0,0.0,129.0,129.0,0.0,0.0,130.3,130.3,0.0,0.0
2019-11-24,91.8,91.8,0.0,0.0,94.0,94.0,0.0,0.0,88.0,88.0,0.0,0.0,93.5,93.5,0.0,0.0
2019-12-01,79.1,79.1,0.0,0.0,82.29,82.29,0.0,0.0,76.5,76.5,0.0,0.0,82.2,82.2,0.0,0.0
2019-12-08,91.0,91.0,0.0,0.0,92.8,92.8,0.0,0.0,89.5,89.5,0.0,0.0,90.8,90.8,0.0,0.0
2019-12-15,77.7,77.7,0.0,0.0,79.69,79.69,0.0,0.0,76.75,76.75,0.0,0.0,77.91,77.91,0.0,0.0
2019-12-22,77.78,77.78,0.0,0.0,79.15,79.15,0.0,0.0,73.25,73.25,0.0,0.0,73.82,73.82,0.0,0.0
2019-12-29,68.23,68.23,0.0,0.0,70.85,70.85,0.0,0.0,66.7,66.7,0.0,0.0,67.05,67.05,0.0,0.0
