Date,iShares Edge MSCI Min Vol Japan_Open_average,iShares Edge MSCI Min Vol Japan_Open_max,iShares Edge MSCI Min Vol Japan_Open_volatility,iShares Edge MSCI Min Vol Japan_Open_change,iShares Edge MSCI Min Vol Japan_High_average,iShares Edge MSCI Min Vol Japan_High_max,iShares Edge MSCI Min Vol Japan_High_volatility,iShares Edge MSCI Min Vol Japan_High_change,iShares Edge MSCI Min Vol Japan_Low_average,iShares Edge MSCI Min Vol Japan_Low_max,iShares Edge MSCI Min Vol Japan_Low_volatility,iShares Edge MSCI Min Vol Japan_Low_change,iShares Edge MSCI Min Vol Japan_Close_average,iShares Edge MSCI Min Vol Japan_Close_max,iShares Edge MSCI Min Vol Japan_Close_volatility,iShares Edge MSCI Min Vol Japan_Close_change
2019-07-28,63.77,63.77,0.0,0.0,63.77,63.77,0.0,0.0,63.45,63.45,0.0,0.0,63.57,63.57,0.0,0.0
2019-08-04,64.86,64.86,0.0,0.0,64.86,64.86,0.0,0.0,64.52,64.52,0.0,0.0,64.54,64.54,0.0,0.0
2019-08-11,65.04,65.04,0.0,0.0,65.17,65.17,0.0,0.0,64.92,64.92,0.0,0.0,64.92,64.92,0.0,0.0
2019-08-18,65.15,65.15,0.0,0.0,65.15,65.15,0.0,0.0,64.97,64.97,0.0,0.0,64.99,64.99,0.0,0.0
2019-08-25,65.42,65.42,0.0,0.0,65.42,65.42,0.0,0.0,65.17,65.17,0.0,0.0,65.31,65.31,0.0,0.0
2019-09-01,66.2,66.2,0.0,0.0,66.2,66.2,0.0,0.0,66.08,66.08,0.0,0.0,66.09,66.09,0.0,0.0
2019-09-08,67.5,67.5,0.0,0.0,67.51,67.51,0.0,0.0,67.37,67.37,0.0,0.0,67.37,67.37,0.0,0.0
2019-09-15,68.08,68.08,0.0,0.0,68.22,68.22,0.0,0.0,68.06,68.06,0.0,0.0,68.18,68.18,0.0,0.0
2019-09-22,67.69,67.69,0.0,0.0,68.08,68.08,0.0,0.0,67.69,67.69,0.0,0.0,68.08,68.08,0.0,0.0
2019-09-29,68.44,68.44,0.0,0.0,68.58,68.58,0.0,0.0,68.24,68.24,0.0,0.0,68.25,68.25,0.0,0.0
2019-10-06,68.56,68.56,0.0,0.0,68.56,68.56,0.0,0.0,68.5,68.5,0.0,0.0,68.5,68.5,0.0,0.0
2019-10-13,69.18,69.18,0.0,0.0,69.18,69.18,0.0,0.0,69.14,69.14,0.0,0.0,69.14,69.14,0.0,0.0
2019-10-20,69.28,69.28,0.0,0.0,69.35,69.35,0.0,0.0,69.28,69.28,0.0,0.0,69.35,69.35,0.0,0.0
2019-10-27,70.53,70.53,0.0,0.0,70.6,70.6,0.0,0.0,70.53,70.53,0.0,0.0,70.6,70.6,0.0,0.0
2019-11-03,70.35,70.35,0.0,0.0,70.44,70.44,0.0,0.0,70.34,70.34,0.0,0.0,70.42,70.42,0.0,0.0
2019-11-10,70.28,70.28,0.0,0.0,70.49,70.49,0.0,0.0,70.28,70.28,0.0,0.0,70.44,70.44,0.0,0.0
2019-11-17,70.71,70.71,0.0,0.0,70.79,70.79,0.0,0.0,70.71,70.71,0.0,0.0,70.79,70.79,0.0,0.0
2019-11-24,69.99,69.99,0.0,0.0,70.06,70.06,0.0,0.0,69.72,69.72,0.0,0.0,70.05,70.05,0.0,0.0
2019-12-01,70.77,70.77,0.0,0.0,70.86,70.86,0.0,0.0,70.64,70.64,0.0,0.0,70.64,70.64,0.0,0.0
2019-12-08,68.04,68.04,0.0,0.0,68.1,68.1,0.0,0.0,68.02,68.02,0.0,0.0,68.07,68.07,0.0,0.0
2019-12-15,67.72,67.72,0.0,0.0,67.77,67.77,0.0,0.0,67.72,67.72,0.0,0.0,67.76,67.76,0.0,0.0
2019-12-22,67.6,67.6,0.0,0.0,67.6,67.6,0.0,0.0,67.23,67.23,0.0,0.0,67.25,67.25,0.0,0.0
2019-12-29,67.56,67.56,0.0,0.0,67.72,67.72,0.0,0.0,67.5,67.5,0.0,0.0,67.5,67.5,0.0,0.0
