Date,SPDR Dow Jones REIT_Open_average,SPDR Dow Jones REIT_Open_max,SPDR Dow Jones REIT_Open_volatility,SPDR Dow Jones REIT_Open_change,SPDR Dow Jones REIT_High_average,SPDR Dow Jones REIT_High_max,SPDR Dow Jones REIT_High_volatility,SPDR Dow Jones REIT_High_change,SPDR Dow Jones REIT_Low_average,SPDR Dow Jones REIT_Low_max,SPDR Dow Jones REIT_Low_volatility,SPDR Dow Jones REIT_Low_change,SPDR Dow Jones REIT_Close_average,SPDR Dow Jones REIT_Close_max,SPDR Dow Jones REIT_Close_volatility,SPDR Dow Jones REIT_Close_change
2019-08-11,102.22,102.22,0.0,0.0,102.94,102.94,0.0,0.0,101.96,101.96,0.0,0.0,102.69,102.69,0.0,0.0
2019-08-18,101.46,101.46,0.0,0.0,101.71,101.71,0.0,0.0,100.86,100.86,0.0,0.0,101.69,101.69,0.0,0.0
2019-08-25,102.85,102.85,0.0,0.0,102.96,102.96,0.0,0.0,102.29,102.29,0.0,0.0,102.72,102.72,0.0,0.0
2019-09-01,104.16,104.16,0.0,0.0,104.46,104.46,0.0,0.0,103.53,103.53,0.0,0.0,104.42,104.42,0.0,0.0
2019-09-08,103.12,103.12,0.0,0.0,103.97,103.97,0.0,0.0,102.99,102.99,0.0,0.0,103.88,103.88,0.0,0.0
2019-09-15,103.37,103.37,0.0,0.0,103.98,103.98,0.0,0.0,103.1,103.1,0.0,0.0,103.49,103.49,0.0,0.0
2019-09-22,104.55,104.55,0.0,0.0,105.18,105.18,0.0,0.0,104.55,104.55,0.0,0.0,104.57,104.57,0.0,0.0
2019-09-29,104.41,104.41,0.0,0.0,105.09,105.09,0.0,0.0,104.26,104.26,0.0,0.0,104.55,104.55,0.0,0.0
2019-10-06,104.87,104.87,0.0,0.0,105.3,105.3,0.0,0.0,103.9,103.9,0.0,0.0,104.35,104.35,0.0,0.0
2019-10-13,105.7,105.7,0.0,0.0,106.55,106.55,0.0,0.0,105.6,105.6,0.0,0.0,106.55,106.55,0.0,0.0
2019-10-20,105.45,105.45,0.0,0.0,105.45,105.45,0.0,0.0,104.8,104.8,0.0,0.0,104.92,104.92,0.0,0.0
2019-10-27,105.73,105.73,0.0,0.0,105.73,105.73,0.0,0.0,104.92,104.92,0.0,0.0,105.26,105.26,0.0,0.0
2019-11-03,102.36,102.36,0.0,0.0,102.77,102.77,0.0,0.0,102.08,102.08,0.0,0.0,102.52,102.52,0.0,0.0
2019-11-10,103.9,103.9,0.0,0.0,104.64,104.64,0.0,0.0,103.9,103.9,0.0,0.0,104.29,104.29,0.0,0.0
2019-11-17,102.59,102.59,0.0,0.0,103.54,103.54,0.0,0.0,102.59,102.59,0.0,0.0,102.89,102.89,0.0,0.0
2019-11-24,103.94,103.94,0.0,0.0,104.15,104.15,0.0,0.0,102.66,102.66,0.0,0.0,102.66,102.66,0.0,0.0
2019-12-01,104.03,104.03,0.0,0.0,104.14,104.14,0.0,0.0,103.46,103.46,0.0,0.0,103.89,103.89,0.0,0.0
2019-12-08,100.43,100.43,0.0,0.0,100.91,100.91,0.0,0.0,99.58,99.58,0.0,0.0,100.77,100.77,0.0,0.0
2019-12-15,100.69,100.69,0.0,0.0,100.87,100.87,0.0,0.0,99.91,99.91,0.0,0.0,100.07,100.07,0.0,0.0
2019-12-22,100.96,100.96,0.0,0.0,101.43,101.43,0.0,0.0,100.74,100.74,0.0,0.0,101.3,101.3,0.0,0.0
2019-12-29,99.98,99.98,0.0,0.0,101.54,101.54,0.0,0.0,99.96,99.96,0.0,0.0,101.37,101.37,0.0,0.0
