Date,ProShares Ultra MSCI EAFE_Open_average,ProShares Ultra MSCI EAFE_Open_max,ProShares Ultra MSCI EAFE_Open_volatility,ProShares Ultra MSCI EAFE_Open_change,ProShares Ultra MSCI EAFE_High_average,ProShares Ultra MSCI EAFE_High_max,ProShares Ultra MSCI EAFE_High_volatility,ProShares Ultra MSCI EAFE_High_change,ProShares Ultra MSCI EAFE_Low_average,ProShares Ultra MSCI EAFE_Low_max,ProShares Ultra MSCI EAFE_Low_volatility,ProShares Ultra MSCI EAFE_Low_change,ProShares Ultra MSCI EAFE_Close_average,ProShares Ultra MSCI EAFE_Close_max,ProShares Ultra MSCI EAFE_Close_volatility,ProShares Ultra MSCI EAFE_Close_change
2019-08-04,34.96,34.96,0.0,0.0,34.96,34.96,0.0,0.0,34.51,34.51,0.0,0.0,34.51,34.51,0.0,0.0
2019-08-11,34.8,34.8,0.0,0.0,34.8,34.8,0.0,0.0,34.63,34.63,0.0,0.0,34.7,34.7,0.0,0.0
2019-08-18,34.66,34.66,0.0,0.0,34.66,34.66,0.0,0.0,34.42,34.42,0.0,0.0,34.47,34.47,0.0,0.0
2019-08-25,35.56,35.56,0.0,0.0,35.56,35.56,0.0,0.0,35.06,35.06,0.0,0.0,35.22,35.22,0.0,0.0
2019-09-01,37.04,37.04,0.0,0.0,37.04,37.04,0.0,0.0,36.77,36.77,0.0,0.0,36.87,36.87,0.0,0.0
2019-09-08,37.63,37.63,0.0,0.0,37.63,37.63,0.0,0.0,37.63,37.63,0.0,0.0,37.63,37.63,0.0,0.0
2019-09-15,37.29,37.29,0.0,0.0,37.64,37.64,0.0,0.0,37.24,37.24,0.0,0.0,37.64,37.64,0.0,0.0
2019-09-22,37.28,37.28,0.0,0.0,37.28,37.28,0.0,0.0,37.28,37.28,0.0,0.0,37.28,37.28,0.0,0.0
2019-09-29,36.26,36.26,0.0,0.0,36.26,36.26,0.0,0.0,36.1,36.1,0.0,0.0,36.1,36.1,0.0,0.0
2019-10-06,37.32,37.32,0.0,0.0,37.57,37.57,0.0,0.0,37.26,37.26,0.0,0.0,37.31,37.31,0.0,0.0
2019-10-13,39.0,39.0,0.0,0.0,39.0,39.0,0.0,0.0,38.83,38.83,0.0,0.0,38.85,38.85,0.0,0.0
2019-10-20,39.52,39.52,0.0,0.0,39.52,39.52,0.0,0.0,39.38,39.38,0.0,0.0,39.38,39.38,0.0,0.0
2019-10-27,40.97,40.97,0.0,0.0,41.0,41.0,0.0,0.0,40.55,40.55,0.0,0.0,40.65,40.65,0.0,0.0
2019-11-03,40.6,40.6,0.0,0.0,40.71,40.71,0.0,0.0,40.6,40.6,0.0,0.0,40.71,40.71,0.0,0.0
2019-11-10,40.62,40.62,0.0,0.0,40.9,40.9,0.0,0.0,40.62,40.62,0.0,0.0,40.65,40.65,0.0,0.0
2019-11-17,40.91,40.91,0.0,0.0,40.91,40.91,0.0,0.0,40.91,40.91,0.0,0.0,40.91,40.91,0.0,0.0
2019-11-24,40.21,40.21,0.0,0.0,40.21,40.21,0.0,0.0,39.72,39.72,0.0,0.0,39.99,39.99,0.0,0.0
2019-12-01,41.0,41.0,0.0,0.0,41.0,41.0,0.0,0.0,40.66,40.66,0.0,0.0,40.66,40.66,0.0,0.0
2019-12-08,44.8,44.8,0.0,0.0,45.26,45.26,0.0,0.0,42.65,42.65,0.0,0.0,43.08,43.08,0.0,0.0
2019-12-15,42.64,42.64,0.0,0.0,42.64,42.64,0.0,0.0,42.51,42.51,0.0,0.0,42.55,42.55,0.0,0.0
2019-12-22,42.92,42.92,0.0,0.0,43.14,43.14,0.0,0.0,42.36,42.36,0.0,0.0,42.36,42.36,0.0,0.0
2019-12-29,42.75,42.75,0.0,0.0,42.75,42.75,0.0,0.0,42.7,42.7,0.0,0.0,42.7,42.7,0.0,0.0
