Date,UNFI_Open_average,UNFI_Open_max,UNFI_Open_volatility,UNFI_Open_change,UNFI_High_average,UNFI_High_max,UNFI_High_volatility,UNFI_High_change,UNFI_Low_average,UNFI_Low_max,UNFI_Low_volatility,UNFI_Low_change,UNFI_Close_average,UNFI_Close_max,UNFI_Close_volatility,UNFI_Close_change,UNFI_Volume_average,UNFI_Volume_max,UNFI_Volume_volatility,UNFI_Volume_change
2018-01-28,47.212,49.04,3.759999999999998,-3.759999999999998,47.596,49.29,3.9099999999999966,-3.9099999999999966,45.816,47.77,4.700000000000003,-4.700000000000003,46.06,48.07,4.950000000000003,-4.950000000000003,557642,723650,393306,263014
2018-02-04,43.63,45.0,2.6700000000000017,2.6700000000000017,44.558,45.03,1.490000000000002,0.6899999999999977,42.958000000000006,43.84,2.25,2.25,43.808,44.63,1.6300000000000026,1.2000000000000028,756681,1055356,622648,-622648
2018-02-11,44.7375,45.94,2.4099999999999966,1.8799999999999955,45.6675,46.45,1.8700000000000045,1.8700000000000045,44.24,45.24,1.9299999999999997,1.9299999999999997,45.04,46.16,2.5,1.6100000000000065,408499,519983,173293,-62019
2018-02-18,43.418,44.9,1.9399999999999977,-1.6499999999999986,43.83,44.9,1.9200000000000017,-1.0,42.524,42.87,0.7100000000000009,0.22999999999999687,42.974,43.48,0.6899999999999977,0.6899999999999977,590079,804255,453760,-453760
2018-02-25,43.098,43.67,1.0500000000000043,-0.730000000000004,44.024,44.75,1.2000000000000028,0.36999999999999744,42.782,43.3,0.8999999999999986,-0.35999999999999943,43.374,44.52,1.8500000000000014,1.1200000000000045,476234,671673,295074,142399
2018-03-04,45.394,48.28,4.130000000000003,1.3500000000000014,46.43,49.4,4.920000000000002,1.1199999999999974,43.818,45.44,2.5700000000000003,0.5,44.732,45.94,2.1999999999999957,0.7899999999999991,1317355,3128109,2647472,673718
2018-03-11,44.768,45.87,2.039999999999999,-1.4600000000000009,45.31,46.3,1.779999999999994,-1.5,43.986,45.21,1.6600000000000037,-1.25,44.428,45.66,1.9699999999999989,-1.279999999999994,642641,882329,416179,-85450
2018-03-18,43.088,44.62,2.6400000000000006,-2.6400000000000006,43.51,44.81,2.1700000000000017,-2.1700000000000017,42.216,43.19,2.309999999999995,-2.309999999999995,42.53,43.21,1.6600000000000037,-1.0300000000000011,582304,920225,481586,481586
2018-03-25,42.65,42.78,0.39000000000000057,0.39000000000000057,43.1425,43.46,0.6799999999999997,-0.3399999999999963,42.1325,42.73,1.2399999999999949,-0.4899999999999949,42.485,42.94,1.2800000000000011,-0.990000000000002,430898,565558,271154,-271154
2018-04-01,42.966,43.73,1.8299999999999983,1.759999999999998,43.82,44.28,1.5700000000000003,1.4799999999999969,42.708,43.3,1.3999999999999986,1.3200000000000003,43.276,43.54,0.990000000000002,0.6900000000000048,389895,478331,158368,-148213
2018-04-08,44.162,44.55,0.8900000000000006,0.7399999999999949,44.558,44.91,0.8099999999999952,0.8099999999999952,43.832,44.29,1.1700000000000017,1.0700000000000003,44.288000000000004,44.53,0.6400000000000006,0.6400000000000006,266505,422490,255482,79746
2018-04-15,44.708,45.64,1.5399999999999991,-0.7199999999999989,45.112,46.32,2.049999999999997,-1.3499999999999943,44.092,44.95,1.6500000000000057,-1.1900000000000048,44.482,45.42,1.7000000000000028,-1.7000000000000028,319718,411981,153853,87071
2018-04-22,44.992,45.77,1.7700000000000031,1.7700000000000031,45.632,46.33,1.4899999999999949,1.1399999999999935,44.652,45.49,1.7899999999999991,1.269999999999996,45.160000000000004,45.55,0.8499999999999943,0.3200000000000003,337376,413881,157269,102514
2018-04-29,44.788000000000004,45.31,0.9200000000000017,0.28999999999999915,45.396,46.15,1.1299999999999955,1.1299999999999955,44.28,45.06,1.1300000000000026,0.9600000000000009,44.936,45.63,1.220000000000006,0.9400000000000048,288270,444379,238894,218722
2018-05-06,45.248,45.62,0.9600000000000009,-0.09000000000000341,45.664,45.93,0.35999999999999943,-0.04999999999999716,44.784,45.11,0.8100000000000023,0.720000000000006,45.09,45.45,0.8300000000000054,0.490000000000002,227361,275597,114024,-34801
2018-05-13,46.496,47.72,2.6599999999999966,1.7899999999999991,47.194,47.73,1.3299999999999983,0.8700000000000045,46.226,46.77,1.720000000000006,1.6900000000000048,46.758,47.58,1.6700000000000017,1.0500000000000043,255717,283796,56067,9524
2018-05-20,46.4075,46.95,0.7800000000000011,-0.75,46.707499999999996,47.36,1.0300000000000011,-0.75,45.795,46.45,1.2700000000000031,-1.2700000000000031,46.015,46.48,1.1299999999999955,-1.1299999999999955,271149,463731,298991,258475
2018-05-27,45.936,46.52,1.3900000000000006,1.3900000000000006,46.589999999999996,47.03,1.3700000000000045,1.3700000000000045,45.346000000000004,45.87,1.529999999999994,1.529999999999994,46.062,46.55,1.1699999999999946,1.0799999999999983,515503,611402,181776,-60458
2018-06-03,43.168,46.85,7.009999999999998,-6.75,43.792,46.98,6.469999999999999,-5.659999999999997,41.872,46.01,7.259999999999998,-6.390000000000001,42.69,46.83,7.25,-5.82,1587688,3959029,3553923,586754
2018-06-10,40.636,41.01,0.6999999999999957,-0.4799999999999969,41.006,41.31,0.5600000000000023,-0.28000000000000114,40.21,40.52,0.5300000000000011,0.020000000000003126,40.556,40.92,0.6000000000000014,0.1700000000000017,557439,632740,192951,-87531
2018-06-17,41.586,42.45,2.0900000000000034,1.4600000000000009,42.374,43.3,1.8599999999999994,1.1000000000000014,41.188,41.74,1.6200000000000045,1.4400000000000048,41.928,42.4,1.1000000000000014,1.1000000000000014,595223,921252,569411,-22048
2018-06-24,42.876,43.48,1.1199999999999974,-0.04999999999999716,43.39,43.93,1.0600000000000023,-0.20000000000000284,42.466,43.01,1.2100000000000009,0.5600000000000023,42.946,43.49,0.9100000000000037,-0.3299999999999983,502278,746598,441461,-312189
2018-07-01,42.925,43.11,0.3500000000000014,0.25,43.19,43.36,0.3500000000000014,-0.1599999999999966,42.6425,42.8,0.36999999999999744,0.02999999999999403,42.8075,43.0,0.3400000000000034,0.13000000000000256,424717,622645,412291,142251
2018-07-08,43.117999999999995,43.8,0.9299999999999997,0.7299999999999969,43.514,44.06,1.1600000000000037,0.7000000000000028,42.732,43.46,1.490000000000002,0.6199999999999974,43.242,43.94,1.3299999999999983,0.8599999999999994,324148,421292,150304,24199
2018-07-15,43.897999999999996,44.83,1.6099999999999994,-0.8100000000000023,44.262,44.94,1.4399999999999977,-1.4399999999999977,43.356,43.8,1.1499999999999986,-1.0900000000000034,43.634,44.78,2.0799999999999983,-2.0799999999999983,373656,423041,93861,-93861
2018-07-22,37.456,42.9,10.589999999999996,-10.589999999999996,37.604,42.97,10.509999999999998,-10.509999999999998,36.056,41.45,9.610000000000003,-9.610000000000003,36.348,41.58,9.59,-9.59,2314426,5646132,5316155,1239745
2018-07-29,32.763999999999996,33.88,1.9000000000000021,1.9000000000000021,33.43,34.35,1.7700000000000031,1.5599999999999952,32.58,33.8,1.9599999999999973,1.9599999999999973,33.158,34.02,1.8200000000000003,1.8200000000000003,948710,1168693,413868,-256300
2018-08-05,34.192,34.3,0.23999999999999488,-0.0799999999999983,34.632,34.94,0.4899999999999949,-0.07000000000000028,33.94,34.18,0.5600000000000023,-0.5200000000000031,34.24,34.4,0.4299999999999997,0.17999999999999972,578539,676744,210562,64872
2018-08-12,34.742,35.02,0.6500000000000057,0.5700000000000003,35.12,35.28,0.37000000000000455,0.0,34.426,34.61,0.38000000000000256,0.12000000000000455,34.818,34.97,0.28000000000000114,0.11999999999999744,472213,549924,210657,48897
2018-08-19,34.856,35.2,0.7000000000000028,0.240000000000002,35.088,35.34,0.5200000000000031,0.14000000000000057,34.566,34.76,0.37999999999999545,0.23999999999999488,34.842,35.1,0.6000000000000014,0.5399999999999991,423205,580742,273493,12734
2018-08-26,34.685,34.95,0.5500000000000043,-0.5,35.2375,35.63,0.7899999999999991,0.2600000000000051,34.5075,34.81,0.5,-0.35999999999999943,34.8275,35.51,1.0700000000000003,0.6599999999999966,451793,582116,195130,50057
2018-09-02,34.704,35.38,1.2100000000000009,-0.8400000000000034,35.004,35.62,1.25,-0.46999999999999886,34.254,35.04,1.3800000000000026,-0.9699999999999989,34.466,35.13,1.0399999999999991,-1.0399999999999991,393348,599005,312699,-775
2018-09-09,33.712,34.1,0.5600000000000023,-0.5,34.092,34.41,0.5799999999999983,-0.12999999999999545,33.35,33.54,0.39000000000000057,0.00999999999999801,33.647999999999996,34.18,0.7000000000000028,0.6099999999999994,420566,557660,241183,241183
2018-09-16,32.82,34.19,2.9099999999999966,-2.9099999999999966,33.272,34.49,3.0400000000000027,-2.1600000000000037,31.794,33.89,5.640000000000001,-3.1700000000000017,32.8,34.04,3.0700000000000003,-2.1999999999999993,2370595,7360836,6914479,1208730
2018-09-23,30.76,32.17,2.2900000000000027,-2.2900000000000027,31.154,32.43,2.129999999999999,-2.129999999999999,30.148,30.78,1.1799999999999997,-1.0899999999999999,30.25,30.87,1.2100000000000009,-1.2100000000000009,1169589,1616322,733903,-733903
2018-09-30,29.566,29.82,0.46999999999999886,-0.05000000000000071,29.974,30.29,0.5500000000000007,-0.1999999999999993,29.378,29.52,0.3000000000000007,0.10999999999999943,29.616,29.83,0.3999999999999986,-0.23999999999999844,931887,1148313,404605,-235671
2018-10-07,28.419999999999998,29.65,2.5,-2.5,28.628,29.84,2.3599999999999994,-2.3599999999999994,27.522,28.87,2.580000000000002,-2.580000000000002,27.772000000000002,28.92,2.330000000000002,-2.330000000000002,1750089,3342067,2442587,2442587
2018-10-14,26.69,27.06,0.7399999999999984,-0.28999999999999915,26.968,27.25,0.870000000000001,-0.40000000000000213,25.778,26.66,2.5100000000000016,-1.3300000000000018,26.328,26.94,2.4400000000000013,-2.1999999999999993,1304026,2143803,1310017,657733
2018-10-21,23.3,24.35,2.1300000000000026,-2.1300000000000026,23.668,24.99,2.1899999999999977,-2.1899999999999977,22.728,24.0,2.1499999999999986,-2.1499999999999986,22.846,24.18,2.1999999999999993,-2.1999999999999993,1267656,1991910,1071825,-557921
2018-10-28,21.875999999999998,22.04,0.5399999999999991,0.48999999999999844,22.2,22.4,0.4499999999999993,0.08000000000000185,21.528,21.78,0.620000000000001,0.41000000000000014,21.968,22.13,0.3999999999999986,0.2799999999999976,1469033,1883619,788835,-696480
2018-11-04,23.124,23.81,1.75,1.75,23.72,24.58,2.0299999999999976,2.0299999999999976,22.688,23.53,1.9700000000000024,1.3100000000000023,23.462,24.15,1.6199999999999974,1.6199999999999974,3642603,11307349,10158803,1823214
2018-11-11,23.66,24.01,0.4800000000000004,-0.4200000000000017,23.954,24.4,0.6099999999999994,-0.4499999999999993,23.152,23.26,0.3000000000000007,-0.23999999999999844,23.442,23.63,0.629999999999999,-0.41000000000000014,877717,1294979,668077,-668077
2018-11-18,22.5175,22.92,0.7700000000000031,-0.40000000000000213,22.7775,22.94,0.360000000000003,-0.22000000000000242,21.9875,22.19,0.5800000000000018,-0.5,22.2025,22.42,0.6000000000000014,-0.6000000000000014,622963,918390,728002,-34811
2018-11-25,22.098,22.51,0.9500000000000028,-0.23000000000000043,22.502,23.11,1.379999999999999,-0.7699999999999996,21.566,22.48,1.870000000000001,-1.1799999999999997,21.98,22.58,1.75,-1.6500000000000021,1457896,2483677,1616940,1291558
2018-12-02,18.4575,20.83,5.959999999999999,-5.959999999999999,18.58,21.25,6.3100000000000005,-6.3100000000000005,16.875,20.0,6.359999999999999,-6.359999999999999,17.1525,20.32,6.640000000000001,-6.640000000000001,5304426,10522726,8802797,5252882
2018-12-09,12.426,13.61,2.889999999999999,-2.889999999999999,12.736,14.07,2.880000000000001,-2.880000000000001,11.686,12.91,2.5299999999999994,-2.5299999999999994,11.886,13.28,2.4399999999999995,-2.4399999999999995,3539089,4172001,1239493,501684
2018-12-16,10.17,10.85,1.08,-0.8699999999999992,10.532,10.94,0.7599999999999998,-0.5199999999999996,9.714,9.96,0.45000000000000107,-0.3200000000000003,9.938,10.1,0.3899999999999988,-0.3899999999999988,2973416,4180320,2809930,-2179687
2018-12-23,10.1,10.32,0.5999999999999996,0.5999999999999996,10.3725,10.6,0.4399999999999995,0.4399999999999995,9.725,9.99,0.7599999999999998,0.6699999999999999,10.325,10.59,0.4499999999999993,0.4499999999999993,1672373,1996912,692251,-259590
2018-12-30,10.8575,11.2,0.6699999999999999,0.3800000000000008,11.432500000000001,11.72,0.5099999999999998,0.5,10.567499999999999,10.91,0.6300000000000008,0.27000000000000135,11.1175,11.64,0.7300000000000004,0.7200000000000006,2038364,2526531,816690,99605
2019-01-06,12.126,12.66,0.9100000000000001,0.9100000000000001,12.646,13.66,1.6799999999999997,1.6799999999999997,11.98,12.6,1.1799999999999997,1.1799999999999997,12.464,13.25,1.3100000000000005,1.3100000000000005,1770821,3183318,2027513,1693821
2019-01-13,13.285,14.98,2.9299999999999997,-0.41000000000000014,14.355,15.58,2.290000000000001,-0.0600000000000005,12.192499999999999,12.68,0.9599999999999991,0.7599999999999998,13.295,15.42,3.4000000000000004,1.0899999999999999,4776756,8137628,6390397,-187239
2019-01-20,12.818,13.02,0.4299999999999997,0.019999999999999574,13.224,13.39,0.41999999999999993,-0.0600000000000005,12.592,12.85,0.5399999999999991,0.5399999999999991,12.842,13.14,0.5899999999999999,0.5899999999999999,1344477,2090485,1198970,-1198970
2019-01-27,13.152,13.29,0.28999999999999915,0.23999999999999844,13.406,13.57,0.2599999999999998,0.2599999999999998,12.856,13.08,0.3699999999999992,0.21000000000000085,13.22,13.51,0.5099999999999998,0.5099999999999998,1598949,2428650,1530306,-915267
2019-02-03,13.326,13.45,0.28999999999999915,-0.16000000000000014,13.612,13.85,0.4299999999999997,-0.2400000000000002,13.066,13.32,0.6500000000000004,-0.2599999999999998,13.432,13.58,0.2699999999999996,0.08000000000000007,930276,1339868,620093,147509
2019-02-10,14.04,14.58,0.9499999999999993,0.9499999999999993,14.55,15.19,1.25,1.25,14.035,14.58,0.9499999999999993,0.9499999999999993,14.4225,15.05,1.290000000000001,1.290000000000001,1015258,1106015,170696,145714
2019-02-17,15.016,15.06,0.08999999999999986,-0.08999999999999986,15.193999999999999,15.27,0.1899999999999995,0.019999999999999574,14.752,14.91,0.5299999999999994,-0.009999999999999787,14.962,15.05,0.19000000000000128,-0.03999999999999915,730959,884052,373651,-373651
2019-02-24,15.072,15.22,0.3000000000000007,0.2400000000000002,15.27,15.63,0.5300000000000011,-0.0600000000000005,14.838,15.0,0.27999999999999936,-0.049999999999998934,15.1,15.19,0.17999999999999972,0.009999999999999787,1153308,1597711,733318,117233
2019-03-03,14.134,15.15,1.9399999999999995,-1.1899999999999995,14.742,15.42,1.0500000000000007,-0.6899999999999995,13.826,14.92,2.0600000000000005,-0.9599999999999991,14.362,15.01,1.2799999999999994,-0.3200000000000003,2457429,5048662,3787950,-152978
2019-03-10,13.338,14.06,1.3000000000000007,-0.8000000000000007,13.74,14.44,1.1500000000000004,-0.5999999999999996,12.984,13.25,0.5500000000000007,0.07000000000000028,13.274000000000001,13.84,1.1099999999999994,0.41000000000000014,2046506,2702229,1225341,-1138840
2019-03-17,13.508000000000001,14.01,0.9900000000000002,-0.9900000000000002,13.7,14.12,0.9199999999999999,-0.9199999999999999,13.208,13.45,0.5800000000000001,-0.5099999999999998,13.378,13.71,0.6800000000000015,-0.6100000000000012,971196,1106288,435360,-375786
2019-03-24,13.182,13.33,0.3200000000000003,0.21000000000000085,13.486,13.75,0.40000000000000036,0.25,13.038,13.16,0.25,0.120000000000001,13.274,13.69,0.6799999999999997,0.5199999999999996,1052016,1169411,339110,48876
2019-03-31,13.241999999999999,13.68,0.7699999999999996,-0.6500000000000004,13.494,13.79,0.47999999999999865,-0.2699999999999996,12.964,13.2,0.3999999999999986,-0.1999999999999993,13.166,13.45,0.5999999999999996,0.20999999999999908,1013790,1262955,681089,307802
2019-04-07,13.5,13.72,0.5800000000000001,0.1999999999999993,13.728,13.92,0.3800000000000008,0.05000000000000071,13.302,13.62,0.5399999999999991,0.009999999999999787,13.446,13.65,0.4900000000000002,0.15000000000000036,737922,1041732,476951,-389049
2019-04-14,13.217500000000001,13.35,0.4299999999999997,-0.3800000000000008,13.3175,13.49,0.4900000000000002,-0.47000000000000064,12.785,13.1,0.9800000000000004,-0.9100000000000001,12.94,13.33,1.1199999999999992,-1.0699999999999985,857123,1208965,560956,560956
2019-04-21,12.24,12.5,0.5199999999999996,0.22000000000000064,12.472,12.75,0.5500000000000007,0.41000000000000014,12.078,12.39,0.5400000000000009,0.3500000000000014,12.328,12.7,0.7199999999999989,0.5699999999999985,1044799,1284773,585128,129020
2019-04-28,12.39,12.99,0.9600000000000009,-0.6699999999999999,12.586,13.0,0.7799999999999994,-0.5899999999999999,12.132,12.67,0.7899999999999991,-0.6999999999999993,12.334,12.92,0.9900000000000002,-0.5199999999999996,1089626,1614476,1027275,-1027275
2019-05-05,12.004,12.55,0.9400000000000013,-0.6900000000000013,12.168,12.68,0.9800000000000004,-0.9800000000000004,11.55,12.3,1.3399999999999999,-1.3399999999999999,11.87,12.58,1.290000000000001,-1.290000000000001,803885,1183790,633111,-437056
2019-05-12,11.608,11.88,0.5700000000000003,0.5700000000000003,11.936,12.27,0.6600000000000001,0.3500000000000014,11.468,11.7,0.5199999999999996,0.4800000000000004,11.734,11.93,0.40000000000000036,0.370000000000001,547980,664498,217147,-12911
2019-05-19,11.842500000000001,12.05,0.41000000000000014,-0.3200000000000003,11.945,12.17,0.4900000000000002,-0.4900000000000002,11.495000000000001,11.89,0.6799999999999997,-0.5899999999999999,11.629999999999999,12.02,0.75,-0.5,940802,1168171,362300,-60382
2019-05-26,10.98,11.56,1.3900000000000006,-1.3399999999999999,11.118,11.74,1.4800000000000004,-1.4800000000000004,10.38,11.43,1.7899999999999991,-1.7899999999999991,10.674,11.54,1.6999999999999993,-1.6999999999999993,1418211,1894369,1076382,-428211
2019-06-02,10.126,10.47,0.5400000000000009,0.35999999999999943,10.524000000000001,10.74,0.4399999999999995,0.3100000000000005,9.804,10.2,0.6999999999999993,0.48999999999999844,10.266,10.47,0.4900000000000002,0.0600000000000005,1486279,2099030,984214,-482121
2019-06-09,10.626,10.9,0.4900000000000002,-0.14000000000000057,10.884,11.28,0.7999999999999989,-0.7999999999999989,10.306,10.45,0.41000000000000014,-0.41000000000000014,10.528,10.99,0.8900000000000006,-0.8900000000000006,1093900,1419402,672693,-400475
2019-06-16,9.63,10.34,1.3699999999999992,-1.0300000000000011,9.84,10.52,1.299999999999999,-1.1600000000000001,9.156,10.14,1.5600000000000005,-1.5600000000000005,9.324,10.37,1.7899999999999991,-1.7899999999999991,1863108,2796478,1503189,516272
2019-06-23,8.597999999999999,9.08,0.8900000000000006,0.5099999999999998,8.89,9.56,1.0099999999999998,0.8800000000000008,8.394,8.94,0.8699999999999992,0.6199999999999992,8.682,9.18,1.0,0.6400000000000006,1829617,2419204,973757,-724919
2019-06-30,9.2875,9.57,0.41999999999999993,0.33999999999999986,9.53,9.84,0.5600000000000005,0.5600000000000005,9.165,9.46,0.4900000000000002,0.4900000000000002,9.3425,9.58,0.46000000000000085,0.39000000000000057,864036,1226644,871906,-56859
2019-07-07,9.564,9.7,0.2699999999999996,0.2699999999999996,9.71,9.82,0.2599999999999998,0.2599999999999998,9.352,9.45,0.14999999999999858,0.10999999999999943,9.568,9.7,0.3099999999999987,0.16999999999999993,692196,808232,165941,52593
2019-07-14,9.484,9.71,0.47000000000000064,-0.4399999999999995,9.578,9.82,0.45000000000000107,-0.45000000000000107,9.222,9.63,0.7700000000000014,-0.7700000000000014,9.318,9.72,0.8200000000000003,-0.8200000000000003,642894,705081,107907,3992
2019-07-21,9.352,9.9,1.0,1.0,9.668000000000001,10.0,0.7799999999999994,0.7799999999999994,9.228,9.59,0.7599999999999998,0.7599999999999998,9.496,9.87,0.7399999999999984,0.629999999999999,660331,807903,290219,-290219
2019-07-28,9.26,9.85,1.5999999999999996,-1.3699999999999992,9.372,10.09,1.8399999999999999,-1.6199999999999992,8.66,9.62,2.0199999999999996,-1.5600000000000005,9.08,9.86,1.879999999999999,-1.8200000000000003,1394168,3108990,2412071,444810
2019-08-04,8.324,8.65,0.5999999999999996,0.3100000000000005,8.504,8.76,0.4800000000000004,0.15000000000000036,8.044,8.29,0.4899999999999993,0.27999999999999936,8.394,8.65,0.46000000000000085,0.120000000000001,760344,1188310,880199,-880199
2019-08-11,7.506,7.9,0.8900000000000006,-0.3100000000000005,7.782,8.24,1.04,-0.22000000000000064,7.208,7.72,0.9699999999999998,-0.16000000000000014,7.486,8.03,1.1099999999999994,-0.129999999999999,1000943,1621921,873359,64958
2019-08-18,7.9799999999999995,8.12,0.23999999999999932,0.04999999999999982,8.152,8.34,0.4299999999999997,0.14000000000000057,7.796,7.99,0.28000000000000025,0.08999999999999986,7.93,8.2,0.4499999999999993,0.08000000000000007,598960,769541,289545,109606
2019-08-25,7.942500000000001,8.22,0.6900000000000004,0.34000000000000075,8.120000000000001,8.31,0.40000000000000036,0.34999999999999964,7.695,8.05,0.7000000000000011,0.6400000000000006,7.945,8.19,0.6199999999999992,0.46999999999999886,794183,1065425,476072,-476072
2019-09-01,8.656,9.48,1.54,1.54,9.088,10.17,2.08,2.08,8.572000000000001,9.48,1.83,1.83,8.988,10.06,2.01,2.01,1406669,1929559,972208,965072
2019-09-08,11.459999999999999,12.11,2.08,1.92,12.214,12.6,1.3399999999999999,1.25,11.31,11.96,2.0600000000000005,1.9800000000000004,12.006,12.47,1.2300000000000004,1.2300000000000004,1264706,1746002,955235,-862664
2019-09-15,12.578,13.4,1.6400000000000006,-0.8200000000000003,12.984,13.51,1.2599999999999998,-0.9000000000000004,12.19,13.02,1.2599999999999998,-0.620000000000001,12.533999999999999,13.4,1.4800000000000004,-0.9199999999999999,1380294,1787437,1066047,-1066047
2019-09-22,11.972,12.34,0.7899999999999991,-0.7199999999999989,12.206,12.5,0.6500000000000004,-0.5999999999999996,11.584,12.03,0.8499999999999996,-0.4599999999999991,11.758,12.22,0.8000000000000007,-0.5899999999999999,988052,1410022,812378,600110
2019-09-29,8.588,11.55,4.120000000000001,-4.120000000000001,8.792,11.57,3.95,-3.95,8.214,10.95,3.579999999999999,-3.579999999999999,8.408,11.07,3.62,-3.5700000000000003,3326814,6161315,4337469,-209841
2019-10-06,7.26,7.45,0.4300000000000006,-0.4300000000000006,7.386,7.54,0.3600000000000003,-0.3000000000000007,6.99,7.24,0.4400000000000004,-0.009999999999999787,7.146,7.39,0.35999999999999943,-0.009999999999999787,1716803,2785098,1544908,-1505436
2019-10-13,6.894,7.06,0.46999999999999975,-0.4500000000000002,7.066,7.22,0.2599999999999998,-0.16999999999999993,6.75,6.92,0.3600000000000003,-0.34999999999999964,6.86,7.07,0.5100000000000007,-0.16000000000000014,1164061,1595946,731114,537743
2019-10-20,7.404,7.54,0.34999999999999964,0.34999999999999964,7.58,7.73,0.29000000000000004,0.29000000000000004,7.246,7.5,0.5099999999999998,0.5099999999999998,7.49,7.64,0.25,0.25,1507579,2053835,1254748,-1254748
2019-10-27,7.77,7.95,0.3100000000000005,0.08000000000000007,7.982,8.24,0.41999999999999993,0.2599999999999998,7.576,7.7,0.35000000000000053,0.11000000000000032,7.804,8.15,0.6500000000000004,0.2600000000000007,1359130,1629532,498230,-216874
2019-11-03,8.374,8.49,0.2699999999999996,0.1399999999999988,8.548,8.66,0.23000000000000043,-0.23000000000000043,8.209999999999999,8.34,0.3200000000000003,-0.16999999999999993,8.364,8.52,0.4800000000000004,-0.4800000000000004,1017222,1216538,350920,-214140
2019-11-10,7.992,8.06,0.14000000000000057,0.009999999999999787,8.082,8.16,0.16999999999999993,0.08000000000000007,7.796,7.9,0.20000000000000018,-0.0699999999999994,7.9719999999999995,8.02,0.08999999999999986,0.0600000000000005,863389,1032164,389561,-32106
2019-11-17,8.154,8.71,0.8600000000000012,0.6800000000000015,8.42,9.11,1.0899999999999999,1.0199999999999996,8.0,8.63,0.9300000000000006,0.9200000000000008,8.342,8.97,1.0300000000000002,1.0300000000000002,830166,1090367,593263,407970
2019-11-24,8.9425,9.06,0.2599999999999998,0.11000000000000121,9.105,9.23,0.28000000000000114,0.19000000000000128,8.835,8.95,0.23999999999999844,0.16999999999999993,8.975,9.12,0.3899999999999988,0.3699999999999992,630649,793007,309136,-82022
2019-12-01,9.516,9.86,0.8200000000000003,0.5300000000000011,9.814,10.09,0.6799999999999997,0.34999999999999964,9.344,9.58,0.7799999999999994,0.6999999999999993,9.596,9.81,0.46000000000000085,0.33999999999999986,980419,1287373,455493,115175
2019-12-08,7.962,9.78,2.839999999999999,-2.839999999999999,8.192,9.89,2.6100000000000003,-2.4000000000000004,7.4639999999999995,9.61,2.8099999999999996,-2.669999999999999,7.632,9.87,3.0299999999999994,-2.719999999999999,3046331,6209277,5395384,1675704
2019-12-15,7.75,8.17,0.9900000000000002,0.9900000000000002,7.958,8.24,0.75,0.75,7.54,7.88,0.8700000000000001,0.8700000000000001,7.906,8.19,0.7199999999999998,0.7199999999999998,1572552,2754842,1604593,-293352
2019-12-22,8.395,8.65,0.5,0.16999999999999993,8.665,8.8,0.3100000000000005,-0.09999999999999964,8.280000000000001,8.46,0.3200000000000003,0.08000000000000007,8.445,8.63,0.3000000000000007,-0.10999999999999943,857495,1019996,301944,-32276
2019-12-29,8.626666666666667,8.84,0.5899999999999999,0.5399999999999991,9.02,9.29,0.48999999999999844,0.48999999999999844,8.453333333333333,8.62,0.3699999999999992,0.3699999999999992,9.0,9.29,0.5299999999999994,0.5299999999999994,1294274,1489896,443069,443069
